Radius,Mass,Period,SemiMajorAxis,EqTemp,Density,StarTemp,StarLum,StarMet,Insolation,Target_Habitable,Habitability_Score,Log_Period,Star_Type_G,Star_Type_K,Star_Type_M,Star_Type_Other
3.60929179,174.48779544,15.8723,0.1409,923.0,1.527272,5520.0,0.38202,0.486,62.3,0,0.06128415968285358,2.825673223957228,False,False,False,True
1.53899305,174.48779544,3.27109,0.04095,1187.0,1.527272,5288.0,-0.25337,-0.05,62.3,0,0.20914170128358575,1.4518690639857068,False,False,False,True
1.66551298,174.48779544,13.621832,0.115,912.0,1.527272,5673.0,-0.10297,-0.1,62.3,0,0.20952287577288553,2.682515754268804,False,False,False,True
1.21,174.48779544,2.69828,0.0338,914.0,1.527272,4715.0,-0.10297,-0.25,62.3,0,0.30811676612326133,1.3078678467021452,False,False,False,True
1.0,174.48779544,0.584216,0.115,912.0,1.527272,5315.0,-0.10297,-0.09,62.3,0,0.3715196146642292,0.4600896477319222,False,False,False,True
2.03,174.48779544,8.32727,0.0769,750.0,1.527272,5315.0,-0.10297,-0.09,62.3,0,0.18602133107150076,2.2329423675405953,False,False,False,True
1.96,174.48779544,2.86041,0.0409,1529.0,1.527272,5945.0,-0.10297,0.1,62.3,0,0.1321131674385525,1.3507733954526282,False,False,False,True
2.5,174.48779544,13.841901,0.115,912.0,1.527272,5695.0,-0.10297,0.14,62.3,0,0.11256300138037252,2.697454329265623,False,False,False,True
11.209,126.49634,11.168454,0.10356,1030.0,1.527272,6154.0,0.23805,0.1,62.3,0,0.025361654767941905,2.4988468652405733,False,False,False,True
1.315,2.4,2.467583,0.03293,1127.0,5.7,4796.0,-0.10297,-0.082,269.0,0,0.261363620699334,1.2434578094740878,False,True,False,False
1.272,4.6,7.06024,0.0664,794.0,12.4,4796.0,-0.10297,-0.082,66.2,0,0.31147520717083993,2.0869433327501588,False,True,False,False
2.363,10.3,24.3681,0.1516,525.0,4.3,4796.0,-0.10297,-0.082,12.7,0,0.23168305866180364,3.2334924792024173,False,True,False,False
16.06246934,434.15360396,2.18053332,0.03552,1759.0,0.577,6180.0,0.3032,0.337,62.3,0,0.0020168796672899855,1.1570488934220435,False,False,False,True
14.5717,273.3338,3.20466,0.046,1587.0,0.56,5630.0,-0.10297,0.34,62.3,0,0.0036650515137406463,1.4361934340322164,True,False,False,False
1.1,174.48779544,5.24,0.0441,502.0,1.527272,3420.0,-1.79588,-0.1,62.3,0,0.4601652368276339,1.8309801823813363,False,False,True,False
1.0,174.48779544,7.775,0.0576,427.0,1.527272,3420.0,-1.79588,-0.1,62.3,0,0.539050881272197,2.1719067693519296,False,False,True,False
1.1,174.48779544,10.115,0.0685,399.0,1.527272,3420.0,-1.79588,-0.1,62.3,0,0.5283348640669404,2.40829554741616,False,False,True,False
5.4,19.0,20.88977,0.115,912.0,0.64,5625.0,-0.10297,0.34,62.3,0,0.042278727965252054,3.086019404398713,False,False,False,True
7.5,15.4,42.3391,0.115,912.0,0.2,5625.0,-0.10297,0.34,62.3,0,0.0386874277285551,3.7690552298566016,False,False,False,True
2.0,174.48779544,6.034,0.0513,586.0,1.527272,3810.0,-1.27572,-0.1,62.3,0,0.2410681699323619,1.9507555340517906,False,False,True,False
1.8,174.48779544,20.523,0.1159,389.0,1.527272,3810.0,-1.27572,-0.1,62.3,0,0.3845092856622135,3.069122130782042,False,False,True,False
2.55,174.48779544,26.8199,0.1567,507.0,1.527272,5262.0,-0.10297,-0.44,62.3,0,0.22657319347193483,3.325751591952532,False,False,False,True
2.54,174.48779544,6.51389,0.0494,416.0,1.527272,3459.0,-0.10297,-0.01,62.3,0,0.2851871632856442,2.016753307704722,False,False,False,True
2.17,174.48779544,11.54182,0.1087,1035.0,1.527272,6570.0,-0.10297,-0.03,62.3,0,0.12836872767547025,2.5290686602398154,False,False,False,True
2.01,174.48779544,24.94598,0.1817,801.0,1.527272,6570.0,-0.10297,-0.03,62.3,0,0.1775488202832359,3.256016684316796,False,False,False,True
1.75,174.48779544,21.06884,0.1418,638.0,1.527272,5677.0,-0.10297,-0.29,62.3,0,0.2563313863442436,3.0941666588510697,False,False,False,True
4.34,174.48779544,11.89307,0.0959,923.0,1.527272,5793.0,-0.10297,-0.45,62.3,0,0.048567598887488385,2.556689957716684,False,False,False,True
3.49,174.48779544,5.76918,0.0602,977.0,1.527272,5610.0,-0.10297,-0.19,62.3,0,0.05810785259924709,1.9123799569885447,False,False,False,True
2.12,174.48779544,2.25021,0.0304,979.0,1.527272,4667.0,-0.10297,-0.08,62.3,0,0.13902025612356536,1.1787196096387775,False,False,False,True
2.19,174.48779544,6.49424,0.0615,688.0,1.527272,4667.0,-0.10297,-0.08,62.3,0,0.18452449094800008,2.014134725479183,False,False,False,True
2.57,174.48779544,7.17256,0.0699,886.0,1.527272,5528.0,-0.10297,-0.1,62.3,0,0.11114244898901597,2.1007822012839865,False,False,False,True
2.79,174.48779544,12.409,0.1151,1061.0,1.527272,6504.0,-0.10297,0.04,62.3,0,0.0784159073588412,2.595926123297505,False,False,False,True
3.44,24.5,3.48456408,0.0287,494.0,1.527272,3207.0,-2.08831,0.15,9.91,0,0.1921173757553285,1.50064129569225,False,False,True,False
2.71257333,174.48779544,4.01392,0.04606,1003.0,1.527272,5003.0,-0.44491,-0.02,62.3,0,0.08797449714463601,1.6122180442837244,False,False,False,True
2.35,174.48779544,9.30075,0.0694,437.0,1.527272,3717.0,-0.10297,-0.04,62.3,0,0.28511058471601936,2.3322167081186485,False,False,False,True
1.74,174.48779544,13.81513,0.1041,639.0,1.527272,5152.0,-0.10297,-0.09,62.3,0,0.25757111696613505,2.6956489558773433,False,False,False,True
12.67,174.48779544,4.00167,0.0506,1238.0,1.527272,6027.0,-0.10297,0.0,62.3,0,0.012314325338902142,1.609771856668517,False,False,False,True
1.63,174.48779544,4.09639,0.0448,791.0,1.527272,4629.0,-0.10297,-0.14,62.3,0,0.23565672498555748,1.6285324459537893,False,False,False,True
2.19,174.48779544,12.11839,0.0923,551.0,1.527272,4629.0,-0.10297,-0.14,62.3,0,0.23515389947274343,2.5740150625714016,False,False,False,True
2.9,174.48779544,1.96417,0.0274,1034.0,1.527272,4676.0,-0.10297,-0.14,62.3,0,0.07485594110065401,1.0865970607148856,False,False,False,True
0.83,174.48779544,1.60588,0.0216,789.0,1.527272,3725.0,-0.10297,-0.03,62.3,0,0.3397527886506333,0.957770430059929,False,False,False,True
3.0,174.48779544,19.0921,0.149,831.0,1.527272,6351.0,-0.10297,0.01,62.3,0,0.0957003645785744,3.000326702980728,False,False,False,True
2.32,174.48779544,15.48043,0.1271,795.0,1.527272,6059.0,-0.10297,0.16,62.3,0,0.14636949845378353,2.802173616373939,False,False,False,True
2.67,174.48779544,14.5665,0.0962,430.0,1.527272,3785.0,-1.3098,-0.13,5.8,0,0.2690780499493104,2.74512116931131,False,False,True,False
18.41635529,546.66486004,2.62669762,0.04392,2090.0,0.48,6860.0,0.78817,0.334,62.3,0,0.0006390406487287701,1.2883224876497352,False,False,False,True
9.26982704,68.96876432,11.6334681,0.1086,1036.0,0.473,5490.0,0.35392,0.372,62.3,0,0.024912103370593294,2.536349490909547,False,False,False,True
2.41,14.9,50.818947,0.2573,470.0,5.8,5368.0,-0.10297,-0.08,8.17,0,0.2588232726331053,3.9477558545878657,False,False,False,True
2.231,174.48779544,5.840002,0.05023,496.0,1.527272,3660.0,-0.10297,-0.013,62.3,0,0.25922407214949217,1.9227880240320772,False,False,False,True
2.668,174.48779544,19.660302,0.11283,331.0,1.527272,3660.0,-0.10297,-0.013,62.3,0,0.34997661146681375,3.028214081203243,False,False,False,True
1.70824866,7.3418362,2.36902,0.03359,1366.0,7.9,5420.0,-0.18243,0.033,62.3,0,0.1720625399864738,1.2146219008864625,False,False,False,True
3.3,11.26782377,0.658524,0.01306,1515.0,1.527272,4285.0,-0.82333,-0.12,879.5,0,0.03812508768867362,0.5059280502077139,False,False,False,True
0.705,0.29013072,7.814,0.0679,664.5,1.527272,4285.0,-0.82333,-0.12,32.4,0,0.33836113232390813,2.1763413664197953,False,False,False,True
2.93,8.9,14.697,0.1035,538.3,2.03,4285.0,-0.82333,-0.12,13.95,0,0.1881601716248742,2.75346961129307,False,False,False,True
2.73,14.3,19.482,0.1249,490.1,2.21,4285.0,-0.82333,-0.12,9.581,0,0.22439865722851074,3.019546451653246,False,False,False,True
1.5,174.48779544,2.151676,0.115,1136.0,1.527272,5106.0,-0.10297,0.03,62.3,0,0.21972065033819235,1.147934374834013,False,False,False,True
2.69,174.48779544,9.327527,0.115,696.0,1.527272,5106.0,-0.10297,0.03,62.3,0,0.14234686620954598,2.33481285466445,False,False,False,True
1.49,174.48779544,4.528598,0.115,888.0,1.527272,5106.0,-0.10297,0.03,62.3,0,0.2457136218761797,1.7099342571704235,False,False,False,True
1.33,174.48779544,6.131243,0.115,801.0,1.527272,5106.0,-0.10297,0.03,62.3,0,0.29578373823670345,1.964485553032675,False,False,False,True
2.23,174.48779544,26.27057,0.115,492.0,1.527272,5106.0,-0.10297,0.03,62.3,0,0.26158562178542305,3.3058080987292606,False,False,False,True
1.57,174.48779544,4.144965,0.0531,1429.0,1.527272,6209.0,-0.10297,-0.08,62.3,0,0.1948513881779036,1.638018566541786,False,False,False,True
4.74,30.2,6.771347,0.115,836.0,1.71,5246.0,-0.10297,0.12,116.0,0,0.05763594349090387,2.0504435084279673,False,False,False,True
1.38,174.48779544,1.543069,0.0247,1203.0,1.527272,4877.0,-0.10297,0.26,62.3,0,0.24185617762771897,0.9333716193789987,False,False,False,True
2.95,174.48779544,4.400028,0.0497,848.0,1.527272,4877.0,-0.10297,0.26,62.3,0,0.09511358478030725,1.6864041387419708,False,False,False,True
7.28,174.48779544,8.562421,0.077,893.0,1.527272,5644.0,-0.10297,-0.3,62.3,0,0.041414939727192956,2.25784093768062,False,False,False,True
3.13,174.48779544,14.4536756,0.1007,747.0,1.527272,5397.0,-0.10297,-0.09,62.3,0,0.10733320553464713,2.7378468779619656,False,False,False,True
3.05,174.48779544,11.7195663,0.0729,849.0,1.527272,5161.0,-0.10297,0.2,62.3,0,0.09043522948638107,2.5431414614187475,False,False,False,True
2.08,174.48779544,14.1330314,0.0964,655.0,1.527272,5044.0,-0.10297,-0.16,62.3,0,0.2064068701812188,2.7168798646383077,False,False,False,True
2.34,174.48779544,3.2809626,0.0277,1166.0,1.527272,4841.0,-0.10297,-0.06,62.3,0,0.10309013831815766,1.4541778908480767,False,False,False,True
2.21,174.48779544,8.4388385,0.0881,653.0,1.527272,4841.0,-0.10297,-0.06,62.3,0,0.19325698777791622,2.244832932333099,False,False,False,True
3.77,174.48779544,18.718269,0.1291,583.0,1.527272,5139.0,-0.10297,0.07,62.3,0,0.1405692402985246,2.9815455664170303,False,False,False,True
2.18575124,174.48779544,6.326768,0.0664,1049.0,1.527272,5680.0,-0.05061,0.078,62.3,0,0.12556985114014077,1.9915344909669537,False,False,False,True
2.98,174.48779544,3.334966,0.0488,1711.0,1.527272,6747.0,-0.10297,0.0,62.3,0,0.04840562773463461,1.4667137670644927,False,False,False,True
1.21,174.48779544,7.122605,0.067,879.0,1.527272,5558.0,-0.10297,-0.37,62.3,0,0.3130170770069654,2.094650915532043,False,False,False,True
2.32,174.48779544,2.260455,0.0214,568.0,1.527272,3214.0,-0.10297,0.26,62.3,0,0.2151256228774853,1.1818667561917002,False,False,True,False
7.5,37.1,19.89526,0.1461,787.0,0.48,5500.0,-0.10297,0.33,62.3,0,0.059440210680459744,3.039522338990685,False,False,False,True
8.18,174.48779544,8.687721,0.0773,665.0,1.527272,4812.0,-0.10297,0.22,62.3,0,0.09028139228070525,2.2708592073224807,False,False,False,True
2.5,174.48779544,4.169783,0.115,912.0,1.527272,5499.0,-0.10297,-0.23,62.3,0,0.11256300138037252,1.6428307147187537,False,False,False,True
3.52,174.48779544,1.921036,0.0291,1186.0,1.527272,5060.0,-0.10297,0.28,62.3,0,0.04156757328676705,1.0719383478760456,False,False,False,True
2.78,174.48779544,4.795069,0.04771,653.0,1.527272,4140.0,-1.01323,0.0,42.6,0,0.15007061039081895,1.7570073835370503,False,False,False,True
2.59,9.68,3.471745,0.03817,1088.9,3.07,4975.0,-0.10297,0.0,234.31,0,0.08863604579969003,1.4977787127601072,False,True,False,False
3.53,15.68,7.138048,0.0824,741.4,1.95,4975.0,-0.10297,0.0,50.35,0,0.09560345937951338,2.096550347817203,False,True,False,False
2.48,6.5,10.45582,0.1178,619.9,1.527272,4975.0,-0.10297,0.0,24.61,0,0.1811685963613879,2.4384978978043477,False,True,False,False
1.95,10.7,14.76289,0.18041,500.9,1.527272,4975.0,-0.10297,0.0,10.5,0,0.28809813068797324,2.7576584432529945,False,True,False,False
2.1,174.48779544,27.359,0.1768,347.0,1.527272,3926.0,-1.04576,0.0,62.3,0,0.3825438511425981,3.344944440111357,False,False,True,False
9.494023,100.11645,14.893291,0.1206,804.0,1.527272,5695.0,-0.10297,0.2,62.3,0,0.055628940873018784,2.7658970704948334,False,False,False,True
1.9,174.48779544,31.393463,0.164,226.36,1.527272,3341.0,-1.93,-0.21,62.3,1,0.4046318729102421,3.477956643182887,False,False,True,False
9.1,174.48779544,13.156969,0.107,753.0,1.527272,5529.0,-0.10297,0.162,62.3,0,0.06642569931959849,2.6502070116805,False,False,False,True
13.33871,232.0159,3.2588321,0.04217,1171.0,0.53,5358.0,-0.10297,0.16,62.3,0,0.01553762830588705,1.4489949677643688,True,False,False,False
3.06,10.9,9.21165,0.0923,1230.0,4.1,6302.0,-0.10297,-0.06,62.3,0,0.05514291271348117,2.3235292253880524,False,False,False,True
11.276254,246.00042,48.36685,0.305,676.0,1.01,6302.0,-0.10297,-0.06,62.3,0,0.08666527162253856,3.899279146305702,False,False,False,True
1.589,6.49,2.225177,0.03261,912.0,8.84,5520.0,-0.16622,0.08,633.0,0,0.22314691108932752,1.1709878324626097,False,False,False,True
2.63,24.5,16.9841,0.13,795.0,7.4,5725.0,-0.10297,0.07,67.0,0,0.12263425584080319,2.889488034194042,True,False,False,False
2.45,174.48779544,13.1225,0.115,750.0,1.527272,5532.0,-0.10297,0.218,62.3,0,0.1452091069130508,2.6477692702172804,False,False,False,True
1.66,174.48779544,2.50387,0.115,1425.0,1.527272,5612.0,-0.10297,0.194,62.3,0,0.1787153973478427,1.253868071929285,False,False,False,True
10.054473,106.47305,4.024867,0.0451,852.0,0.612,4444.0,-0.10297,0.14,62.3,0,0.0470700826069225,1.6143989859331733,False,True,False,False
2.078,5.11,10.0546535,0.0747,501.3,3.11,3844.0,-1.23136,-0.157,10.5,0,0.2723886868869743,2.4028514705346167,False,False,True,False
1.582,2.68,24.646729,0.1357,371.8,3.7,3844.0,-1.23136,-0.157,3.17,0,0.47349791614151976,3.2444160391183834,False,False,True,False
1.458,2.2,44.55603,0.2014,305.2,1.527272,3844.0,-1.23136,-0.157,1.44,1,0.7395366894903184,3.8189429969420483,False,False,True,False
11.646151,184.02357,4.098503,0.04839,1092.0,0.64,5425.0,-0.25649,-0.15,62.3,0,0.02044757424231144,1.6289469672303256,True,False,False,False
9.916,174.48779544,3.38628,0.115,912.0,1.527272,6100.0,-0.10297,-0.1,62.3,0,0.038231022687130564,1.478481487447327,False,False,False,True
11.88154,563.83042,1.25785,0.022,912.0,1.527272,5280.0,-0.10297,0.08,62.3,0,0.03819254871004868,0.8144130330514269,True,False,False,False
2.43,1719.45168187,921.2,1.961,912.0,1.527272,5959.0,-0.10297,0.255,62.3,0,0.11795592207881407,6.826762119772606,False,False,False,True
0.95,174.48779544,3.1443189,0.115,460.0,1.527272,3300.0,-2.38722,-0.24,7.45,0,0.5010493929403664,1.4217384566295308,False,False,True,False
1.33,174.48779544,1.133,0.0147,841.0,1.527272,3436.0,-0.10297,0.02,62.3,0,0.2885034449660568,0.7575294394892135,False,False,False,True
1.83,174.48779544,5.26,0.0582,423.0,1.527272,3436.0,-0.10297,0.02,62.3,0,0.35394443197537556,1.8341801851120072,False,False,False,True
2.93,174.48779544,6.22,0.0542,432.0,1.527272,3387.0,-0.10297,0.02,62.3,0,0.2505596193987524,1.9768549529047348,False,False,False,True
1.66,174.48779544,7.01,0.0911,456.0,1.527272,3851.0,-0.10297,0.02,62.3,0,0.35829549342058215,2.080690761080268,False,False,False,True
2.79,174.48779544,26.68,0.1516,641.0,1.527272,5440.0,-0.10297,0.02,62.3,0,0.15350464746798542,3.3207101307494686,False,False,False,True
5.299,15.0,8.992,0.0795,837.0,0.55,5271.0,-0.10297,-0.06,62.3,0,0.05407295496529238,2.3017847728232765,False,False,False,True
3.134,8.1,20.66093,0.13843,634.0,1.43,5271.0,-0.10297,-0.06,62.3,0,0.13971302369871003,3.075510176939197,False,False,False,True
3.484,6.7,31.71701,0.18422,550.0,0.87,5271.0,-0.10297,-0.06,62.3,0,0.16201499119742505,3.4878951261409172,False,False,False,True
1.212,2.1,4.34934,0.04899,1066.0,6.3,5271.0,-0.10297,-0.06,62.3,0,0.2920256447021555,1.6769731888119097,False,False,False,True
2.62,174.48779544,1.995,0.0142,698.0,1.527272,3157.0,-0.10297,0.02,62.3,0,0.14624714463450655,1.0969442315674127,False,False,False,True
2.05124347,174.48779544,2.2979749,0.02839,830.0,1.527272,3750.0,-1.20066,0.148,62.3,0,0.16726552449798468,1.1933086134353106,False,False,False,True
1.92,174.48779544,8.205,0.0594,635.0,1.527272,4141.0,-0.10297,0.02,62.3,0,0.23275088912575448,2.219746814685041,False,False,False,True
2.1,174.48779544,24.93,0.1275,318.0,1.527272,3710.0,-0.10297,0.02,62.3,1,0.4113153964731234,3.255400599550573,False,False,False,True
2.43,174.48779544,3.262,0.0331,707.0,1.527272,3752.0,-0.10297,0.02,62.3,0,0.15758056837112647,1.4497385336764255,False,False,False,True
2.2,174.48779544,6.93,0.0419,423.0,1.527272,3287.0,-0.10297,0.02,62.3,0,0.3089927405055977,2.0706530356467567,False,False,False,True
2.28,174.48779544,1.256,0.0198,1114.0,1.527272,3924.0,-0.10297,0.02,62.3,0,0.11161552740027063,0.8135933336358124,False,False,False,True
8.675766,82.6358,12.4551225,0.1016,650.0,0.694,5282.0,-0.32514,0.098,45.7,0,0.09499533589658112,2.599359888559572,False,False,False,True
5.04,1175.971,5.424865,0.115,912.0,1.527272,3540.0,-0.82391,0.02,62.3,0,0.044052105469437046,1.8601756188873835,False,False,True,False
2.77,174.48779544,13.774798,0.115,969.0,1.527272,6232.0,-0.10297,-0.03,62.3,0,0.08810714763072096,2.692922891455894,False,False,False,True
1.79,174.48779544,9.398977,0.115,909.0,1.527272,5994.0,-0.10297,0.08,62.3,0,0.189867732472873,2.34170743592452,False,False,False,True
2.72,174.48779544,22.996591,0.115,673.0,1.527272,5994.0,-0.10297,0.08,62.3,0,0.1472498684518918,3.177911778592406,False,False,False,True
2.2,174.48779544,17.70632,0.115,266.0,1.527272,3315.0,-0.10297,0.09,62.3,1,0.40921668667368377,2.9288614346766884,False,False,False,True
6.18,174.48779544,14.759287,0.115,826.0,1.527272,5880.0,-0.10297,0.07,62.3,0,0.05335054822558777,2.7574298422895716,False,False,False,True
5.65,174.48779544,5.113981,0.115,1380.0,1.527272,6502.0,-0.10297,0.17,62.3,0,0.010706525270199857,1.8105781158419625,False,False,False,True
2.21,174.48779544,12.283211,0.115,949.0,1.527272,6222.0,-0.10297,0.1,62.3,0,0.13298155967734734,2.586500906989947,False,False,False,True
1.22,174.48779544,21.194733,0.115,569.0,1.527272,5424.0,-0.10297,-0.17,62.3,0,0.3931497677737517,3.0998550084772134,False,False,False,True
2.62,174.48779544,16.273563,0.115,850.0,1.527272,5869.0,-0.10297,-0.27,62.3,0,0.11332510165121246,2.8491771824021637,False,False,False,True
1.03,174.48779544,3.850614,0.115,783.0,1.527272,4558.0,-0.10297,-0.23,62.3,0,0.3832452180328756,1.5791052948746935,False,False,False,True
1.92,174.48779544,19.507428,0.115,508.0,1.527272,4857.0,-0.10297,-0.11,62.3,0,0.2881234323698311,3.020787161977962,False,False,False,True
13.75,174.48779544,2.9956348,0.0442,1687.0,1.527272,6168.0,-0.10297,0.01,62.3,0,0.0025905691953553665,1.385202465218468,False,False,False,True
3.36,174.48779544,29.740451,0.115,606.0,1.527272,5532.0,-0.10297,0.08,62.3,0,0.141969076514183,3.4255794094406915,False,False,False,True
3.21,174.48779544,36.552551,0.115,598.0,1.527272,5817.0,-0.10297,-0.05,62.3,0,0.15017490272926987,3.625741311987812,False,False,False,True
2.03,174.48779544,11.561052,0.115,861.0,1.527272,5920.0,-0.10297,-0.06,62.3,0,0.1645864514365036,2.530600915494334,False,False,False,True
1.65,174.48779544,2.787174,0.115,653.0,1.527272,3804.0,-0.10297,-0.1,62.3,0,0.26787315355495916,1.3316200945237673,False,False,False,True
2.02,174.48779544,7.676972,0.115,465.0,1.527272,3804.0,-0.10297,-0.1,62.3,0,0.3004870498197531,2.160672619884399,False,False,False,True
1.59,174.48779544,3.35585,0.115,722.0,1.527272,4374.0,-0.10297,-0.95,62.3,0,0.2586377659032039,1.4715197692160988,False,False,False,True
2.11,174.48779544,10.367437,0.115,437.0,1.527272,3779.0,-0.10297,0.26,62.3,0,0.3085501515257852,2.4307528645859904,False,False,False,True
2.26,174.48779544,26.201446,0.115,450.0,1.527272,4801.0,-0.10297,-0.18,62.3,0,0.28447895041023114,3.303270133653621,False,False,False,True
2.41,174.48779544,7.187257,0.115,640.0,1.527272,4599.0,-0.10297,-0.26,62.3,0,0.17957270382118148,2.1025789211316157,False,False,False,True
3.26,174.48779544,4.688418,0.115,908.0,1.527272,5077.0,-0.10297,0.13,62.3,0,0.0735038414687571,1.7384321778458327,False,False,False,True
2.67,174.48779544,12.550171,0.115,655.0,1.527272,5077.0,-0.10297,0.13,62.3,0,0.15595738351248803,2.606399167172279,False,False,False,True
1.38,174.48779544,9.032178,0.115,518.0,1.527272,4385.0,-0.10297,-0.66,62.3,0,0.37793829163885473,2.305797726954846,False,False,False,True
1.32,174.48779544,2.399964,0.031,912.0,1.527272,4402.71,-0.10297,0.02,211.0,0,0.28023596035545956,1.223764843330766,False,False,False,True
1.93,174.48779544,5.608352,0.055,912.0,1.527272,4402.71,-0.10297,0.02,68.0,0,0.16970418478809632,1.88833430356508,False,False,False,True
1.54,174.48779544,4.163873,0.115,1158.0,1.527272,5789.0,-0.10297,-0.02,62.3,0,0.21050293999806527,1.6416868793434776,False,False,False,True
2.74,174.48779544,19.991944,0.115,687.0,1.527272,5789.0,-0.10297,-0.02,62.3,0,0.14191330685064174,3.0441387450751933,False,False,False,True
2.54,174.48779544,7.806164,0.115,934.0,1.527272,5769.0,-0.10297,0.08,62.3,0,0.10683827079886428,2.1754519308258264,False,False,False,True
1.37,174.48779544,3.665912,0.115,1160.0,1.527272,5791.0,-0.10297,-0.05,62.3,0,0.24638581874481225,1.5402833135842697,False,False,False,True
1.92,174.48779544,8.234885,0.115,885.0,1.527272,5791.0,-0.10297,-0.05,62.3,0,0.17477910571084188,2.222988160947789,False,False,False,True
2.23,174.48779544,14.871387,0.115,727.0,1.527272,5791.0,-0.10297,-0.05,62.3,0,0.17002160425546287,2.7645179283249144,False,False,False,True
5.55,174.48779544,15.466805,0.115,735.0,1.527272,5698.0,-0.10297,-0.21,62.3,0,0.0741244850732241,2.8013465363001973,False,False,False,True
1.56,174.48779544,3.793306,0.115,543.0,1.527272,3669.0,-0.10297,-0.04,62.3,0,0.32791710290330206,1.5672203612441373,False,False,False,True
2.25,174.48779544,5.7385647,0.0632,1066.0,1.527272,5790.0,-0.10297,-0.12,62.3,0,0.11787234446671885,1.9078469497243526,False,False,False,True
2.29,174.48779544,21.0267366,0.1599,624.0,1.527272,5568.0,-0.10297,-0.11,62.3,0,0.19555800233478335,3.0922570154790403,False,False,False,True
3.72,174.48779544,16.3488637,0.145,735.0,1.527272,5794.0,-0.10297,-0.02,62.3,0,0.09256033508740752,2.8535270114527322,False,False,False,True
2.68,174.48779544,11.2510285,0.0863,888.0,1.527272,5650.0,-0.10297,-0.07,62.3,0,0.10362948249451097,2.5056098926500345,False,False,False,True
1.43,4.3,1.422614,0.02288,1328.0,8.0,4916.0,-0.10297,0.02,519.0,0,0.2258436335581752,0.8848471224990819,False,False,False,True
3.2,7.9,5.340888,0.05528,854.0,1.3,4916.0,-0.10297,0.02,89.0,0,0.0836400393980569,1.8470188217326982,False,False,False,True
2.43,15.23,9.79692,0.0883,912.0,1.527272,5679.0,-0.04915,0.01,115.0,0,0.11795592207881407,2.3792609082719607,False,False,False,True
2.906,174.48779544,23.448172,0.115,912.0,1.527272,5561.0,-0.10297,-0.021,62.3,0,0.08774424611957655,3.196555448299676,False,False,False,True
2.359,174.48779544,15.937039,0.115,912.0,1.527272,5601.0,-0.10297,-0.216,62.3,0,0.1238254700321244,2.829502880557334,False,False,False,True
2.413,174.48779544,20.645099,0.115,912.0,1.527272,4348.0,-0.10297,-0.351,62.3,0,0.11932359828120583,3.074779054688058,False,False,False,True
1.332,174.48779544,5.025598,0.115,912.0,1.527272,4663.0,-0.10297,-0.25,62.3,0,0.277348722282377,1.7960167275634875,False,False,False,True
1.361,174.48779544,9.660186,0.115,912.0,1.527272,4663.0,-0.10297,-0.25,62.3,0,0.27051261415318684,2.36651586699073,False,False,False,True
1.948,174.48779544,20.201085,0.115,912.0,1.527272,4663.0,-0.10297,-0.25,62.3,0,0.16735804116401917,3.0540523596136366,False,False,False,True
1.313,174.48779544,5.761612,0.115,912.0,1.527272,5682.0,-0.10297,-0.234,62.3,0,0.28193625218718993,1.9112613231659008,False,False,False,True
1.39,174.48779544,4.4434,0.115,949.0,1.527272,5352.0,-0.10297,-0.08,193.0,0,0.25926809136677315,1.6944038656366933,False,False,False,True
2.41,174.48779544,6.42966,0.115,839.0,1.527272,5352.0,-0.10297,-0.08,118.0,0,0.13058379663935443,2.005480097251941,False,False,False,True
2.31,12.5,14.09229,0.115,646.0,4.7,5352.0,-0.10297,-0.08,41.3,0,0.18610713143343846,2.7141840173958482,False,False,False,True
3.207,174.48779544,2.14084,0.115,912.0,1.527272,5377.0,-0.10297,0.018,62.3,0,0.07486302953356246,1.1444902800677244,False,False,False,True
13.024,174.48779544,3.114905,0.115,912.0,1.527272,4925.0,-0.10297,-0.107,62.3,0,0.03818828083313534,1.4146157475927963,False,False,False,True
2.945,174.48779544,9.844077,0.115,912.0,1.527272,5479.0,-0.10297,-0.064,62.3,0,0.08584868911026022,2.383619032312058,False,False,False,True
2.061,174.48779544,11.02066,0.115,912.0,1.527272,6138.0,-0.10297,0.049,62.3,0,0.15355612389419737,2.486626836085503,False,False,False,True
1.593,174.48779544,4.521953,0.115,912.0,1.527272,5789.0,-0.10297,-0.292,62.3,0,0.2224085462843898,1.7087316020628307,False,False,False,True
2.213,174.48779544,16.43445,0.115,912.0,1.527272,5789.0,-0.10297,-0.292,62.3,0,0.1372876240437203,2.858448133888712,False,False,False,True
2.243,174.48779544,14.453895,0.115,912.0,1.527272,5822.0,-0.10297,-0.091,62.3,0,0.13435873673521637,2.7378610751308625,False,False,False,True
1.736,174.48779544,5.776475,0.115,912.0,1.527272,5937.0,-0.10297,-0.176,62.3,0,0.1978616790604796,1.9134570552470294,False,False,False,True
1.693,174.48779544,12.832235,0.115,912.0,1.527272,4200.0,-0.10297,-0.008,62.3,0,0.20487747989615177,2.627001737826026,False,False,False,True
2.88,174.48779544,2.060438,0.115,912.0,1.527272,4823.0,-0.10297,-0.206,62.3,0,0.08904964991652387,1.118558042976032,False,False,False,True
2.181,174.48779544,8.777247,0.115,912.0,1.527272,4603.0,-0.10297,-0.045,62.3,0,0.14051015248112894,2.280057951577643,False,False,False,True
1.54,7.3,4.01593,0.04994,1266.0,11.0,5731.0,0.03743,0.26,426.0,0,0.20542028924237318,1.61261884789034,True,False,False,False
